"security_id","symbol","name","series","tick_size","lot_size","instrument_type","segment","exchange","upper_limit","lower_limit","expiry_date","strike_price","freeze_quantity"
"526027","CUBEXTUB","Cubex Tubings","B","1.0000","1","ES","E","BSE","50.0300","45.2700","","","-1"
"500449","HOCL","Hindustan Organic Chemicals","B","1.0000","1","ES","E","BSE","39.5500","26.3700","","","-1"
"505200","EICHERMOT","Eicher Motors","A","5.0000","1","ES","E","BSE","3722.1500","3045.4500","","","-1"
"542377","AARSHYAM","Aar Shyam India Investmen","XT","1.0000","1","ES","E","BSE","6.5600","5.9400","","","-1"
"3024","JINDALSAW","Jindal Saw","EQ","5.0000","1","ES","E","NSE","424.2000","282.8000","","","282662"
"10717","TIMESGTY","Times Guaranty","EQ","5.0000","1","ES","E","NSE","75.0500","50.0500","","","294075"
"500039","BANCOINDIA","Banco Products","B","5.0000","1","ES","E","BSE","558.8000","372.6000","","","-1"
"533482","KRIINFRA","Kridhan Infra","T","1.0000","1","ES","E","BSE","3.1600","3.0400","","","-1"
"542233","TREJHARA","Trejhara Solutions","T","1.0000","1","ES","E","BSE","106.6500","102.4700","","","-1"
"519471","AMBARPIL","Ambar Protein Industries","XT","5.0000","1","ES","E","BSE","210.1000","190.1000","","","-1"
"519359","POONADAL","Poona Dal & Oil Industrie","X","1.0000","1","ES","E","BSE","70.4700","46.9900","","","-1"
"1997","LICHSGFIN","LIC Housing Finance","EQ","5.0000","1","ES","E","NSE","509.1000","416.6000","","","215624"
"500002","ABB","ABB","A","5.0000","1","ES","E","BSE","4593.8500","3758.6500","","","-1"
"17547","AMRUTANJAN","Amrutajan Health","EQ","5.0000","1","ES","E","NSE","758.1000","505.4000","","","158283"
"542906","EASUN","Easun Capital Markets Lim","XT","1.0000","1","ES","E","BSE","50.4000","45.6000","","","-1"
"532728","MALUPAPER","Malu Paper Mills","B","1.0000","1","ES","E","BSE","47.6200","31.7600","","","-1"
"504882","NATIONSTD","National Standard","B","5.0000","1","ES","E","BSE","5698.8000","3799.2000","","","-1"
"506260","ANUHPHR","Anuh Pharma","X","5.0000","1","ES","E","BSE","155.4500","103.6500","","","-1"
"500031","BAJAJELEC","Bajaj Electricals","T","5.0000","1","ES","E","BSE","1164.6500","1053.7500","","","-1"
"530839","CLIOINFO","Clio Infotech","X","1.0000","1","ES","E","BSE","5.3800","3.6000","","","-1"
"523367","DCMSHRIRAM","DCM Shriram","A","5.0000","1","ES","E","BSE","1271.3000","847.6000","","","-1"
"507552","FOODSIN","Foods & Inns","B","5.0000","1","ES","E","BSE","199.8500","133.2500","","","-1"
"11435","SPANDANA","Spandana Sphoorty Fin","EQ","5.0000","1","ES","E","NSE","912.4000","608.3000","","","131481"
"520119","ASAL","Automotive Stampings & As","B","5.0000","1","ES","E","BSE","511.2000","340.8000","","","-1"
"502933","KATRSPG","Katare Spinning Mills","X","5.0000","1","ES","E","BSE","303.7000","202.5000","","","-1"
"14771","TARMAT","Tarmat","EQ","5.0000","1","ES","E","NSE","93.1500","62.1500","","","696976"
"526705","ELEMARB","Elegant Marbles & Grani I","XT","5.0000","1","ES","E","BSE","180.0500","162.9500","","","-1"
"31837","SREEL","Sreeleathers","EQ","5.0000","1","ES","E","NSE","280.3500","186.9500","","","427974"
"530035","SANTOSHF","Santosh Fine-Fab","XT","1.0000","1","ES","E","BSE","18.9000","17.1000","","","-1"
"17945","SUVENPHAR","Suven Pharmaceuticals","EQ","5.0000","1","ES","E","NSE","632.5500","421.7500","","","189650"
"504731","IBRIGST","Indian Bright Steel Co.","XT","1.0000","1","ES","E","BSE","25.8700","23.4100","","","-1"
"14111","NETWORK18","Network18 Media","EQ","5.0000","1","ES","E","NSE","79.1000","52.8000","","","1515981"
"532977","BAJAJ-AUTO","Bajaj Auto","A","5.0000","1","ES","E","BSE","5504.2500","4503.5500","","","-1"
"11580","WESTLIFE","Westlife Foodworld","EQ","5.0000","1","ES","E","NSE","1175.5000","783.7000","","","101982"
"1835","KANORICHEM","Kanoria Chemicals & Indus","EQ","5.0000","1","ES","E","NSE","160.0500","106.7500","","","749602"
"6944","GANECOS","Ganesha Ecosphere","EQ","5.0000","1","ES","E","NSE","1153.4000","769.0000","","","104017"
"519483","TAIIND","Tai Industries","X","1.0000","1","ES","E","BSE","45.6900","30.4700","","","-1"
"531583","RAP","Rap Media","XT","1.0000","1","ES","E","BSE","18.1600","16.4400","","","-1"
"3715","VLSFINANCE","VLS Finance","EQ","5.0000","1","ES","E","NSE","237.2000","158.2000","","","505783"
"507759","LIMECHM","Lime Chemicals","X","1.0000","1","ES","E","BSE","28.2600","18.8400","","","-1"
"20764","RPPINFRA","R.P.P INFRA PROJECTS LTD.","BE","5.0000","1","ES","E","NSE","71.1500","64.4500","","","1215161"
"11423","DATAMATICS","Datamatics Global Ser","EQ","5.0000","1","ES","E","NSE","695.0000","463.4000","","","172603"
"541336","INDOSTAR","Indostar Capital Finance","T","5.0000","1","ES","E","BSE","182.1500","164.8500","","","-1"
"540904","TIRUFOAM","Tirupati Foam","X","1.0000","1","ES","E","BSE","84.5700","76.5300","","","-1"
"19529","IITL","Industrial Investment Trust","BE","5.0000","1","ES","E","NSE","111.3000","100.7000","","","713760"
"523011","WEIZMANIND","Weizmann","B","1.0000","1","ES","E","BSE","128.5600","85.7200","","","-1"
"540124","GNA","G N A Axles","B","5.0000","1","ES","E","BSE","574.7000","383.2000","","","-1"
"3766","WHEELS","Wheels India","EQ","5.0000","1","ES","E","NSE","936.0500","624.0500","","","128191"
"533451","KARMAENG","Karma Energy","T","1.0000","1","ES","E","BSE","45.1500","40.8500","","","-1"
"531431","SHAKTIPUMP","Shakti Pumps","B","5.0000","1","ES","E","BSE","989.7500","659.8500","","","-1"
"7109","JMA","Jullundur Mot Agency","EQ","5.0000","1","ES","E","NSE","91.2000","60.8000","","","746902"
"10577","KRBL","KRBL","EQ","5.0000","1","ES","E","NSE","483.3000","322.2000","","","248100"
"19578","UGARSUGAR","Ugar Sugar Works","EQ","5.0000","1","ES","E","NSE","133.8000","89.2000","","","896849"
"500620","GESHIP","Great Eastern Shipping Co.","A","5.0000","1","ES","E","BSE","986.1000","657.4000","","","-1"
"531043","ZDHJERK","Dhanvantri Jeevan Rekha L","XT","1.0000","1","ES","E","BSE","12.3600","11.2000","","","-1"
"532814","INDIANB","Indian Bank","A","5.0000","1","ES","E","BSE","518.2500","345.5500","","","-1"
"531322","HAVISHA","Sri Havisha Hospitality I","T","1.0000","1","ES","E","BSE","1.8900","1.7100","","","-1"
"521105","OLYMPTX","Olympia Industries","X","1.0000","1","ES","E","BSE","97.9600","65.3200","","","-1"
"534597","RTNINDIA","RattanIndia Enterprises","A","1.0000","1","ES","E","BSE","70.1000","46.7400","","","-1"
"4014","NAVA","Nava","EQ","5.0000","1","ES","E","NSE","530.3000","353.6000","","","226211"
"511571","SODFC","Som Datt Finance Corp.","XT","5.0000","1","ES","E","BSE","138.2000","132.8000","","","-1"
"2816","RALLIS","Rallis India","EQ","5.0000","1","ES","E","NSE","257.9000","172.0000","","","465169"
"538611","RTFL","Real Touch Finance Limite","Z","1.0000","1","ES","E","BSE","34.9700","33.6100","","","-1"
"523269","ADVANIHOTR","Advani Hotels & Resorts","B","1.0000","1","ES","E","BSE","103.2000","68.8000","","","-1"
"21951","HFCL","HFCL","EQ","5.0000","1","ES","E","NSE","86.0000","57.4000","","","1394291"
"526945","TYROON","Tyroon Tea","X","1.0000","1","ES","E","BSE","109.1800","72.8000","","","-1"
"20616","SUPERHOUSE","Superhouse","EQ","5.0000","1","ES","E","NSE","263.4500","175.6500","","","360517"
"11884","MANINDS","Man Industries","EQ","5.0000","1","ES","E","NSE","215.4000","143.6000","","","557095"
"20491","WIPL","The Western India Ply","BE","5.0000","1","ES","E","NSE","135.7000","122.8000","","","277536"
"509040","NETLINK","Netlink Solutions","X","1.0000","1","ES","E","BSE","89.8000","81.2600","","","-1"
"538180","GOLDLINE","Gold Line International F","Z","1.0000","1","ES","E","BSE","0.7800","0.7200","","","-1"
"523736","DVL","Dhunseri Ventures","B","5.0000","1","ES","E","BSE","327.1000","218.1000","","","-1"
"538568","FRUTION","Fruition Venture","XT","1.0000","1","ES","E","BSE","46.6200","44.8000","","","-1"
"506687","TRANSPEK","Transpek Ind.","B","5.0000","1","ES","E","BSE","2429.7000","1619.8000","","","-1"
"380","BBTC","Bombay Burmah Trading","EQ","5.0000","1","ES","E","NSE","1440.4500","960.3500","","","83237"
"540222","LAURUSLABS","Laurus Labs","A","5.0000","1","ES","E","BSE","427.5500","349.8500","","","-1"
"531991","AMRAAGRI","Amraworld Agrico","X","1.0000","1","ES","E","BSE","0.9600","0.6400","","","-1"
"526299","MPHASIS","Mphasis","A","5.0000","1","ES","E","BSE","2737.5500","2239.8500","","","-1"
"14868","FLFL","FUT LIFESTYLE FASH LTD","BZ","5.0000","1","ES","E","NSE","3.5500","3.2500","","","6598038"
"531402","LWSKNIT","Lws Knitwear","XT","1.0000","1","ES","E","BSE","15.0600","13.6400","","","-1"
"513043","REMIEDEL","Remi Edelstahl Tubulars L","X","1.0000","1","ES","E","BSE","49.5600","33.0400","","","-1"
"539725","GOKULAGRO","Gokul Agro Resources","B","5.0000","1","ES","E","BSE","134.4000","89.6000","","","-1"
"541400","ZIMLAB","Zim Laboratories","B","5.0000","1","ES","E","BSE","149.4000","99.6000","","","-1"
"21081","SURANASOL","SURANA SOLAR LIMITED","BE","5.0000","1","ES","E","NSE","24.8000","22.5000","","","1609055"
"2388","NELCO","NELCO","EQ","5.0000","1","ES","E","NSE","944.1500","629.4500","","","127075"
"14423","LAOPALA","La Opala Rg","EQ","5.0000","1","ES","E","NSE","522.3500","348.2500","","","229658"
"13376","UTTAMSUGAR","Uttam Sugar Mills","EQ","5.0000","1","ES","E","NSE","531.6500","354.4500","","","225701"
"532656","FACORALL","Facor Alloys","X","1.0000","1","ES","E","BSE","9.2800","6.2000","","","-1"
"511185","RAJVI","Suryakripa Finance","XT","1.0000","1","ES","E","BSE","6.6400","6.0200","","","-1"
"4","21STCENMGM","21St Century Mgmt Service","EQ","5.0000","1","ES","E","NSE","19.3500","18.6500","","","343349"
"534612","AMTL","Advance Metering Technolo","XT","1.0000","1","ES","E","BSE","28.8400","27.7200","","","-1"
"541019","HGINFRA","H.G. Infra Engineering Li","A","5.0000","1","ES","E","BSE","1118.6000","745.8000","","","-1"
"519331","VSFPROJ","Vsf Projects","X","1.0000","1","ES","E","BSE","51.6100","46.7100","","","-1"
"25328","APLLTD","Alembic Pharma","EQ","5.0000","1","ES","E","NSE","913.5500","609.0500","","","131304"
"500092","CRISIL","CRISIL","A","5.0000","1","ES","E","BSE","4671.5000","3114.4000","","","-1"
"526251","MIDEASTP","Mid East Portfolio Manage","X","1.0000","1","ES","E","BSE","5.2500","4.7500","","","-1"
"547","BRITANNIA","Britannia Industries","EQ","5.0000","1","ES","E","NSE","5027.0500","4113.0500","","","21678"
"522295","CONTROLPR","Control Print","B","5.0000","1","ES","E","BSE","898.2500","598.8500","","","-1"
"526721","NICCOPAR","Nicco Parks & Resorts","X","5.0000","1","ES","E","BSE","165.1500","110.1500","","","-1"
"8585","NLCINDIA","NLC India","EQ","5.0000","1","ES","E","NSE","162.2000","108.2000","","","739077"
"539289","AURUM","Majesco","B","5.0000","1","ES","E","BSE","149.2500","99.5500","","","-1"
"14932","ISMTLTD","ISMT","EQ","5.0000","1","ES","E","NSE","90.0000","60.0000","","","1333324"
"511726","VIPUL","Vipul","B","1.0000","1","ES","E","BSE","17.2500","14.1300","","","-1"
"534742","ZUARI","Zuari Agro Chemicals","B","5.0000","1","ES","E","BSE","189.1500","126.1500","","","-1"
"14612","SIMBHALS","Simbhaoli Sugars","EQ","5.0000","1","ES","E","NSE","36.0000","24.0000","","","1349823"
"2018","LUMAXIND","Lumax Industries","EQ","5.0000","1","ES","E","NSE","2907.3500","1938.2500","","","41270"
"13595","HOVS","HOV SERVICES LTD","BE","5.0000","1","ES","E","NSE","53.3500","48.3000","","","411855"
"530663","GOYALASS","Goyal Associates","XT","1.0000","1","ES","E","BSE","1.6900","1.5300","","","-1"
"9884","TNTELE","Tamilnadu Telecommunicati","BE","5.0000","1","ES","E","NSE","8.2000","7.4500","","","1493454"
"506618","PUNJABCHEM","Punjab Chemicals And Crop.","B","5.0000","1","ES","E","BSE","1285.2500","856.8500","","","-1"
"513401","ASHIS","Ashiana Ispat","X","1.0000","1","ES","E","BSE","39.8200","32.5800","","","-1"
"530469","GSLSEC","Gsl Securities","XT","1.0000","1","ES","E","BSE","8.1300","7.3700","","","-1"
"8760","ANSALAPI","ANSAL PROP & INFRA LTD","BE","5.0000","1","ES","E","NSE","13.2500","12.0500","","","5147139"
"24235","OMINFRAL","OM INFRA LIMITED","BE","5.0000","1","ES","E","NSE","82.0500","78.8500","","","1242993"
"511754","SAHLIBHFI","Shalibhadra Finance","XT","5.0000","1","ES","E","BSE","346.6500","333.1500","","","-1"
"532305","INDSWFTLAB","Ind-Swift Laboratories Lt","B","5.0000","1","ES","E","BSE","103.2000","68.8000","","","-1"
"13367","SGL","STL Global","EQ","5.0000","1","ES","E","NSE","19.0000","15.6000","","","882602"
"590031","DENORA","De Nora India","B","5.0000","1","ES","E","BSE","1906.3000","1270.9000","","","-1"
"1805","KABRAEXTRU","Kabra Extrusion Technik L","EQ","5.0000","1","ES","E","NSE","530.5000","353.7000","","","226168"
"511108","SHIVTEX","Shiva Texyarn","B","5.0000","1","ES","E","BSE","176.4500","117.6500","","","-1"
"534338","MAXHEIGHTS","Maxheights Infrastructure","XT","1.0000","1","ES","E","BSE","40.7400","36.8600","","","-1"
"14707","TIMETECHNO","Time Technoplast","EQ","5.0000","1","ES","E","NSE","188.4000","125.6000","","","636829"
"532732","KKCL","Kewal Kiran Clothing","B","5.0000","1","ES","E","BSE","854.8500","569.9500","","","-1"
"13226","GVKPIL","Gvk Power & Infra","EQ","5.0000","1","ES","E","NSE","10.4000","9.4500","","","10049498"
"13620","ANANTRAJ","Anant Raj","EQ","5.0000","1","ES","E","NSE","257.5000","171.7000","","","465726"
"523483","PACIFICI","Pacific Industries","XT","5.0000","1","ES","E","BSE","142.1000","128.6000","","","-1"
"503349","VICTMILL","Victoria Mills","X","5.0000","1","ES","E","BSE","4690.6500","3837.8500","","","-1"
"509597","HARDCAS","Hardcastle & Waud Mfg.Co.","X","5.0000","1","ES","E","BSE","532.7000","355.2000","","","-1"
"532374","STLTECH","Sterlite Technologies","A","5.0000","1","ES","E","BSE","192.9000","128.6000","","","-1"
"534060","PMCFIN","Pmc Fincorp","X","1.0000","1","ES","E","BSE","2.1300","1.4300","","","-1"
"531518","VIKASPROP","Vikas Proppant & Granite","Z","1.0000","1","ES","E","BSE","0.5000","0.4600","","","-1"
"511200","MUNCAPM","Munoth Capital Market","XT","1.0000","1","ES","E","BSE","80.8000","73.1200","","","-1"
"533149","ESSARSEC","Essar Securities","XT","1.0000","1","ES","E","BSE","10.2300","9.2700","","","-1"
"500877","APOLLOTYRE","Apollo Tyres","A","5.0000","1","ES","E","BSE","415.1000","339.7000","","","-1"
"1336","HEG","HEG","EQ","5.0000","1","ES","E","NSE","2067.9500","1378.6500","","","58009"
"502450","SESHAPAPER","Seshasayee Paper & Boards","B","5.0000","1","ES","E","BSE","446.5000","297.7000","","","-1"
"5068","SHEMAROO","Shemaroo Entertainment","EQ","5.0000","1","ES","E","NSE","161.8000","107.9000","","","741558"
"533295","PSB","Punjab & Sind Bank","B","1.0000","1","ES","E","BSE","54.6300","36.4300","","","-1"
"538539","JTAPARIA","J. Taparia Projects","XT","1.0000","1","ES","E","BSE","45.6300","43.8500","","","-1"
"21614","ABCAPITAL","Aditya Birla Capital","EQ","5.0000","1","ES","E","NSE","194.2000","158.9000","","","565643"
"523385","NILKAMAL","Nilkamal","B","5.0000","1","ES","E","BSE","2761.1000","1840.8000","","","-1"
"500335","BIRLACORPN","Birla Corporation","A","5.0000","1","ES","E","BSE","1386.9000","924.6000","","","-1"
"532701","CELLA","Cella Space","Z","1.0000","1","ES","E","BSE","8.4000","7.6000","","","-1"
"534598","SAMPANN","S.E. Power","T","1.0000","1","ES","E","BSE","16.5600","15.9200","","","-1"
"514113","ADINATH","Adinath Textiles","XT","1.0000","1","ES","E","BSE","30.6400","27.7400","","","-1"
"531212","NLFL","Nalin Lease Finance","X","1.0000","1","ES","E","BSE","39.6700","26.4500","","","-1"
"523323","KOVAI","Kovai Medical Center & Ho","B","5.0000","1","ES","E","BSE","3108.0500","2072.0500","","","-1"
"532864","NELCAST","Nelcast","B","5.0000","1","ES","E","BSE","184.8500","123.2500","","","-1"
"4116","HBSL","Hb Stockholdings","EQ","5.0000","1","ES","E","NSE","66.2000","44.2000","","","233401"
"524790","EVERESTO","Everest Organics","X","5.0000","1","ES","E","BSE","138.8000","92.6000","","","-1"
"513452","ELANGO","Elango Industries","XT","1.0000","1","ES","E","BSE","9.7900","8.8700","","","-1"
"530825","DAIKAFFI","Daikaffil Chemicals India","X","1.0000","1","ES","E","BSE","42.0100","28.0100","","","-1"
"538714","SANGAMFIN","Sangam Finserv","XT","1.0000","1","ES","E","BSE","67.1000","64.4800","","","-1"
"542773","IIFLSEC","IIFL Securities","B","1.0000","1","ES","E","BSE","93.7000","62.4800","","","-1"
"509472","CRAVATEX","Cravatex","X","5.0000","1","ES","E","BSE","470.5000","313.7000","","","-1"
"508906","EVERESTIND","Everest Industries","B","5.0000","1","ES","E","BSE","1317.4000","878.3000","","","-1"
"537292","AGRITECH","Agri- Tech","T","5.0000","1","ES","E","BSE","198.9000","191.1000","","","-1"
"514030","DEEPAKSP","Deepak Spinners","X","5.0000","1","ES","E","BSE","291.4500","194.3500","","","-1"
"500800","TATACONSUM","TATA Consumer Products","A","5.0000","1","ES","E","BSE","991.5000","811.3000","","","-1"
"526325","ORIENTLTD","Orient Press","T","1.0000","1","ES","E","BSE","82.9500","75.0500","","","-1"
"9678","SOUTHWEST","South West Pinnacle","EQ","5.0000","1","ES","E","NSE","154.3000","102.9000","","","777584"
"538836","MONTECARLO","Monte Carlo Fashions","B","5.0000","1","ES","E","BSE","938.4500","625.6500","","","-1"
"519299","PRIMIND","Prime Industries","Z","5.0000","1","ES","E","BSE","155.7000","149.6000","","","-1"
"526025","GLOBUSCON","Globus Constructors & Dev","XT","1.0000","1","ES","E","BSE","17.3200","15.6800","","","-1"
"527005","SHREEPAC","Shree Pacetronix","XT","5.0000","1","ES","E","BSE","388.5000","351.5000","","","-1"
"522257","RAJOOENG","Rajoo Engineers","XT","1.0000","1","ES","E","BSE","85.1100","81.7900","","","-1"
"524434","ASINPET","Asian Petroproducts & Exp","XT","1.0000","1","ES","E","BSE","19.1700","17.3500","","","-1"
"371","BATAINDIA","Bata","EQ","5.0000","1","ES","E","NSE","1798.8000","1471.8000","","","61050"
"14943","NAGREEKCAP","NAGREEKA CAP & INFR.LTD","BE","5.0000","1","ES","E","NSE","16.3000","15.7000","","","412520"
"31021","THOMASCOTT","Thomas Scott","BE","5.0000","1","ES","E","NSE","107.1500","102.9500","","","207863"
"526783","DRAGARWQ","Dr.Agarwals Eye Hospital","X","5.0000","1","ES","E","BSE","2887.6000","1925.1000","","","-1"
"526953","VENUSREM","Venus Remedies","B","5.0000","1","ES","E","BSE","306.9000","204.6000","","","-1"
"531163","KEMISTAR","Kemistar Corporation Limi","XT","1.0000","1","ES","E","BSE","46.5800","42.1600","","","-1"
"2463","MIDHANI","Mishra Dhatu Nigam","EQ","5.0000","1","ES","E","NSE","483.9500","322.6500","","","247850"
"524051","POLYPLEX","Polyplex Corporation","A","5.0000","1","ES","E","BSE","1377.4500","918.3500","","","-1"
"507490","RANASUG","Rana Sugars","B","1.0000","1","ES","E","BSE","34.7600","23.1800","","","-1"
"507817","WIREFABR","Wires & Fabriks (Sa)","XT","5.0000","1","ES","E","BSE","170.1000","153.9000","","","-1"
"532790","TANLA","Tanla Platforms","A","5.0000","1","ES","E","BSE","1232.8500","821.9500","","","-1"
"542685","DGCONTENT","Digicontent","B","1.0000","1","ES","E","BSE","20.8000","18.8200","","","-1"
"9829","SAMBHAAV","SAMBHAAV MEDIA LTD","BE","5.0000","1","ES","E","NSE","3.3500","3.0500","","","6249324"
"505800","RANEHOLDIN","Rane Holdings","B","5.0000","1","ES","E","BSE","1405.5000","937.0000","","","-1"
"540648","PALASHSEC","Palash Securities","B","5.0000","1","ES","E","BSE","153.3500","102.2500","","","-1"
"11301","LUXIND","Lux Industries","EQ","5.0000","1","ES","E","NSE","1787.1500","1191.4500","","","67119"
"538874","NEXUSSURGL","Nexus Surgical & Medicare","X","1.0000","1","ES","E","BSE","14.3400","9.5600","","","-1"
"1485","IFBIND","IFB Industries","EQ","5.0000","1","ES","E","NSE","1089.1500","726.1500","","","110170"
"531234","SCOOBEEDAY","Victory Paper & Boards (I","X","5.0000","1","ES","E","BSE","102.8000","93.1000","","","-1"
"542905","HINDWAREAP","Somany Home Innovation","A","5.0000","1","ES","E","BSE","663.7500","442.5500","","","-1"
"17351","SALONA","Salona Cotspin","EQ","5.0000","1","ES","E","NSE","315.0000","210.0000","","","172080"
"524592","JDORGOCHEM","JD Orgochem","X","1.0000","1","ES","E","BSE","5.7700","5.2300","","","-1"
"531358","CHOICEIN","Choice International","A","5.0000","1","ES","E","BSE","498.1500","332.1500","","","-1"
"530675","YORKEXP","York Exports","XT","1.0000","1","ES","E","BSE","46.1700","41.7900","","","-1"
"531426","TNPL","Tamilnadu Newsprt & Paper","A","5.0000","1","ES","E","BSE","317.1500","211.4500","","","-1"
"542726","INDIAMART","Indiamart","A","5.0000","1","ES","E","BSE","3243.6500","2653.9500","","","-1"
"13816","DAAWAT","LT Foods","EQ","5.0000","1","ES","E","NSE","196.0500","130.7500","","","611859"
"524324","SEYAIND","Seya Industries","T","1.0000","1","ES","E","BSE","22.5900","21.7100","","","-1"
"11387","UMANGDAIRY","Umang Dairies","EQ","5.0000","1","ES","E","NSE","81.1500","54.1500","","","719504"
"542337","SPENCER","Spencers Retail","B","1.0000","1","ES","E","BSE","86.5600","57.7200","","","-1"
"3423","TATAMETALI","Tata Metaliks","EQ","5.0000","1","ES","E","NSE","1138.9000","759.3000","","","105342"
"524330","JAYAGROGN","Jayant Agro-Organics","B","5.0000","1","ES","E","BSE","239.6000","159.8000","","","-1"
"542938","OCTAVIUSPL","Octavius Plantations Limi","X","1.0000","1","ES","E","BSE","42.0000","38.0000","","","-1"
"539175","INDRAIND","Indra Industries","XT","1.0000","1","ES","E","BSE","7.3300","6.6500","","","-1"
"3579","UNICHEMLAB","Unichem Laboratories","EQ","5.0000","1","ES","E","NSE","497.2500","331.5500","","","241280"
"530459","VALSONQ","Valson Industries","X","1.0000","1","ES","E","BSE","31.2100","20.8100","","","-1"
"541546","GAYAHWS","Gayatri Highways","T","1.0000","1","ES","E","BSE","0.8600","0.8400","","","-1"
"14008","AVTNPL","Avt Natural Products","EQ","5.0000","1","ES","E","NSE","99.3500","66.2500","","","1207612"
"522241","MMFL","M.M.Forgings","B","5.0000","1","ES","E","BSE","1055.5500","703.7500","","","-1"
"9348","IOB","Indian Overseas Bank","EQ","5.0000","1","ES","E","NSE","52.2000","34.8000","","","2287191"
"511710","CUBIFIN","Cubical Financial Service","X","1.0000","1","ES","E","BSE","1.6900","1.1300","","","-1"
"514036","LOYALTEX","Loyal Textile Mills","B","5.0000","1","ES","E","BSE","770.4000","513.6000","","","-1"
"535693","BRAHMINFRA","Brahmaputra Infrastructur","XT","1.0000","1","ES","E","BSE","45.9300","41.5700","","","-1"
"519262","PRIMAGR","Prima Agro","XT","1.0000","1","ES","E","BSE","24.9200","22.5600","","","-1"
"522237","SHIVAGR","Shivagrico Implements","XT","1.0000","1","ES","E","BSE","25.4100","22.9900","","","-1"
"20954","RKDL","RAVI KUMAR DIST. LTD.","BE","5.0000","1","ES","E","NSE","21.5500","20.7500","","","784799"
"532217","SIELFNS","Siel Financial Services L","XT","1.0000","1","ES","E","BSE","20.7500","19.9500","","","-1"
"2475","ONGC","ONGC","EQ","5.0000","1","ES","E","NSE","204.0500","166.9500","","","528371"
"538962","MINDACORP","Minda Corporation","A","5.0000","1","ES","E","BSE","392.0000","261.4000","","","-1"
"27067","VSSL","Vardhman Special Steels","EQ","5.0000","1","ES","E","NSE","241.6500","161.1500","","","496466"
"500510","LT","LT - Larsen & Tubro","A","5.0000","1","ES","E","BSE","3193.2000","2612.7000","","","-1"
"517201","SWITCHTE","Switching Technologies Gu","XT","1.0000","1","ES","E","BSE","53.0400","50.9600","","","-1"
"1994","LIBERTSHOE","Liberty Shoes","EQ","5.0000","1","ES","E","NSE","296.5000","197.7000","","","404682"
"505710","GRAUWEIL","Grauer & Weil India","B","5.0000","1","ES","E","BSE","152.3000","101.6000","","","-1"
"17022","MAWANASUG","Mawana Sugars","EQ","5.0000","1","ES","E","NSE","136.1000","90.8000","","","881420"
"511060","JUMBFNL","Jumbo Finance","XT","1.0000","1","ES","E","BSE","25.5000","2.5500","","","-1"
"526614","EXPOGAS","Expo Gas Containers","X","1.0000","1","ES","E","BSE","16.1500","13.2300","","","-1"
"512604","HARIAEXPO","Haria Exports","X","1.0000","1","ES","E","BSE","5.3100","3.5500","","","-1"
"7919","BYKE","The Byke Hospitality","EQ","5.0000","1","ES","E","NSE","46.6000","31.1000","","","1311198"
"13496","PFOCUS","Prime Focus","EQ","5.0000","1","ES","E","NSE","112.0000","74.7000","","","1071143"
"17030","PATANJALI","Patanjali Foods","BE","5.0000","1","ES","E","NSE","1338.8500","1211.3500","","","78190"
"531869","SACHEMT","Sacheta Metals","X","1.0000","1","ES","E","BSE","22.4800","15.0000","","","-1"
"511208","IVC","Il&Fs Investment Managers","T","1.0000","1","ES","E","BSE","8.4900","7.6900","","","-1"
"4745","BANKINDIA","Bank Of India","EQ","5.0000","1","ES","E","NSE","127.8500","85.2500","","","935613"
"532522","PETRONET","Petronet LNG","A","5.0000","1","ES","E","BSE","263.2000","215.4000","","","-1"
"504966","TINPLATE","Tinplate Company","A","5.0000","1","ES","E","BSE","475.0000","316.7000","","","-1"
"532144","WELCORP","Welspun Corp","A","5.0000","1","ES","E","BSE","466.4000","311.0000","","","-1"
"3827","ZUARIIND","Zuari Industries","EQ","5.0000","1","ES","E","NSE","187.0000","124.7000","","","641635"
"8341","CALSOFT","California Software Co Lt","EQ","5.0000","1","ES","E","NSE","15.4000","14.0000","","","505447"
"505854","TRF","TRF","B","5.0000","1","ES","E","BSE","294.4000","196.3000","","","-1"
"530579","UYFINCORP","U. Y. Fincorp","Z","1.0000","1","ES","E","BSE","28.6900","25.9700","","","-1"
"532015","GRAVITY","Gravity","X","1.0000","1","ES","E","BSE","5.1400","3.4400","","","-1"
"1181","GODFRYPHLP","Godfrey Phillips","EQ","5.0000","1","ES","E","NSE","2559.0000","1706.0000","","","46846"
"506642","SADHNANIQ","Sadhana Nitrochem","B","1.0000","1","ES","E","BSE","99.7600","66.5200","","","-1"
"526315","DIVSHKT","Divyashakti Granites","X","1.0000","1","ES","E","BSE","86.4000","57.6000","","","-1"
"533206","SJVN","SJVN","A","1.0000","1","ES","E","BSE","83.8200","55.8800","","","-1"
"11845","CYBERMEDIA","CYBER MEDIA (INDIA) LTD.","BE","5.0000","1","ES","E","NSE","19.2500","17.4500","","","512318"
"524598","AKSCHEM","Aksharchem","B","5.0000","1","ES","E","BSE","358.6500","239.1500","","","-1"
"500086","EXIDEIND","Exide Industries","A","5.0000","1","ES","E","BSE","284.9000","233.1000","","","-1"
"500292","HEIDELBERG","Heidelberg Cement","A","5.0000","1","ES","E","BSE","214.6500","143.1500","","","-1"
"501848","GLOBOFFS","Global Offshore Services","XT","1.0000","1","ES","E","BSE","38.7100","37.2100","","","-1"
